res_id,rtr_pic_loc
"(10,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191101_142%2F1572605512099jtaMK_JPEG%2Fw7BhQuszBNfnFg0hmj6325vZ.jpeg.jpg
"(10,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190726_196%2F1564131093048va5c0_JPEG%2FPeuijGtjX6kgZsTVCYiMxtdl.jpg
"(10,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190726_201%2F1564131093024jKMjw_JPEG%2FMhdPfLTsY47HDdQjUfTWwEi0.jpg
"(11,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210104_28%2F1609754037091zC5ER_PNG%2F%25B0%25A1%25BB%25EA%25C0%25E7%25B4%25C9%25C1%25A1.png
"(11,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201231_114%2F1609397773664XM0jM_PNG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD2.png
"(11,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201112_50%2F1605171551196vXHdv_JPEG%2Ft2x3qEArJ4p5b6dBTZe7ugyk.jpg
"(11,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201112_74%2F1605171551663E9F6B_JPEG%2Fuypnf7rUgu1vbsx0mxwAu3NJ.jpg
"(11,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201112_103%2F16051715518981lDKr_JPEG%2FkQsUCIBLwQORqhVGxtYeNUL8.jpg
"(12,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180718_76%2F1531873132073lKbDB_JPEG%2FJICLWLDgVEfNJTxE-Kdt8kD8.jpg
"(12,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMjlfMzAg%2FMDAxNjA5MjA2NTQ0NjI4.xwcFkPC0mokVnOw4M5Ze5hdyITT1iqKzRsi8MPV8gKQg.QTeek4045CZdWG-omTSe13yUPyQBdQZRIadAIXFSmagg.JPEG.wjy96330%2FIMG_1435.jpg
